Source,Target,Type,Id,Label,timeset,Weight,2,3,Calc Weight
1783,1859,Undirected,4219,,,-1,20,1,0.1
1783,1913,Undirected,4224,,,-1,20,1,0.1
1783,1912,Undirected,4223,,,-1,20,1,0.1
1783,1760,Undirected,3851,,,-1,20,1,0.1
1783,1461,Undirected,4216,,,-1,20,1,0.1
1783,1772,Undirected,4100,,,0.380211242,120,4,2.4
1783,1604,Undirected,1186,,,-1,20,1,0.1
1783,1809,Undirected,4212,,,-1,20,1,0.1
1783,1822,Undirected,4214,,,-1,20,1,0.1
1783,1768,Undirected,4074,,,1.677606953,560,17,47.6
1783,1748,Undirected,3618,,,-1,20,1,0.1
1783,1744,Undirected,3553,,,-1,20,1,0.1
1783,1745,Undirected,3573,,,1.187520721,280,11,15.4
1783,1665,Undirected,2070,,,-0.698970004,40,1,0.2
1783,1761,Undirected,3889,,,1.658964843,480,19,45.6
1783,1766,Undirected,4005,,,1.225309282,280,12,16.8
1783,1767,Undirected,4035,,,-0.397940009,40,2,0.4
1783,1764,Undirected,3945,,,1.041392685,220,10,11
1787,1486,Undirected,4235,,,-1,20,1,0.1
1787,1775,Undirected,4128,,,-0.045757491,60,3,0.9
1787,1738,Undirected,3490,,,-1,20,1,0.1
1787,1711,Undirected,3069,,,1.290034611,300,13,19.5
1787,1770,Undirected,4087,,,0.397940009,100,5,2.5
1787,1772,Undirected,4101,,,-0.045757491,60,3,0.9
1787,1852,Undirected,4234,,,-1,20,1,0.1
1787,1697,Undirected,2693,,,-1,20,1,0.1
1787,1695,Undirected,2603,,,-1,20,1,0.1
1787,1759,Undirected,3837,,,0.806179974,160,8,6.4
1787,1757,Undirected,3809,,,-1,20,1,0.1
1787,1675,Undirected,2366,,,-0.22184875,60,2,0.6
1787,1753,Undirected,3761,,,-1,20,1,0.1
1787,1752,Undirected,3743,,,2.017033339,800,26,104
1787,1673,Undirected,2288,,,-1,20,1,0.1
1787,1799,Undirected,4232,,,-0.397940009,40,2,0.4
1787,1798,Undirected,4231,,,-0.045757491,60,3,0.9
1787,1774,Undirected,4118,,,-1,20,1,0.1
1787,1792,Undirected,4229,,,1.120573931,240,11,13.2
1787,1790,Undirected,4237,,,-0.522878745,60,1,0.3
1787,1796,Undirected,4230,,,1.041392685,220,10,11
1787,1766,Undirected,4006,,,0.397940009,100,5,2.5
1787,1426,Undirected,4233,,,-1,20,1,0.1
1787,1768,Undirected,4076,,,0.204119983,80,4,1.6
1787,1745,Undirected,3574,,,0.380211242,120,4,2.4
1787,1761,Undirected,3890,,,-0.397940009,40,2,0.4
1787,1663,Undirected,1974,,,-1,20,1,0.1
1787,1767,Undirected,4036,,,0.380211242,240,2,2.4
1787,1764,Undirected,3948,,,0.204119983,80,4,1.6
1546,1653,Undirected,131,,,0.477121255,120,5,3
1546,1486,Undirected,118,,,-1,20,1,0.1
1546,1906,Undirected,129,,,-0.397940009,80,1,0.4
1546,1895,Undirected,126,,,0.477121255,120,5,3
1546,1549,Undirected,96,,,1.271841607,340,11,18.7
1546,1503,Undirected,124,,,2.013679697,860,24,103.2
1546,1815,Undirected,97,,,0.544068044,140,5,3.5
1546,1711,Undirected,109,,,-1,20,1,0.1
1546,1545,Undirected,47,,,-0.397940009,40,2,0.4
1546,1837,Undirected,108,,,0.204119983,80,4,1.6
1546,1835,Undirected,115,,,1.835056102,720,19,68.4
1546,1730,Undirected,114,,,0.982271233,240,8,9.6
1546,1718,Undirected,112,,,-1,20,1,0.1
1546,1613,Undirected,117,,,-1,20,1,0.1
1546,1548,Undirected,95,,,2.003460532,720,28,100.8
1546,1585,Undirected,110,,,-0.045757491,60,3,0.9
1546,1696,Undirected,103,,,-0.397940009,40,2,0.4
1546,1697,Undirected,104,,,-0.397940009,40,2,0.4
1546,1500,Undirected,122,,,0.301029996,100,4,2
1546,1695,Undirected,102,,,0.447158031,140,4,2.8
1546,1521,Undirected,128,,,-1,20,1,0.1
1546,1504,Undirected,125,,,-1,20,1,0.1
1546,1675,Undirected,94,,,0.146128036,140,2,1.4
1546,1563,Undirected,100,,,-1,20,1,0.1
1546,1528,Undirected,119,,,1.67669361,500,19,47.5
1546,1751,Undirected,120,,,-1,20,1,0.1
1546,1912,Undirected,133,,,-1,20,1,0.1
1546,1866,Undirected,116,,,-1,20,1,0.1
1546,1498,Undirected,121,,,-1,20,1,0.1
1546,1885,Undirected,123,,,0.544068044,140,5,3.5
1546,1524,Undirected,130,,,-0.045757491,60,3,0.9
1546,1437,Undirected,98,,,-1,20,1,0.1
1546,1434,Undirected,99,,,0.447158031,140,4,2.8
1546,1705,Undirected,106,,,0.397940009,100,5,2.5
1546,1821,Undirected,101,,,2.16790781,920,32,147.2
1546,1579,Undirected,107,,,-1,20,1,0.1
1546,1768,Undirected,127,,,-1,20,1,0.1
1546,1457,Undirected,105,,,0.301029996,100,4,2
1546,1533,Undirected,135,,,1.610660163,480,17,40.8
1546,1532,Undirected,134,,,-0.045757491,60,3,0.9
1546,1666,Undirected,132,,,-0.22184875,60,2,0.6
1546,1665,Undirected,93,,,-0.045757491,60,3,0.9
1546,1664,Undirected,92,,,-0.397940009,40,2,0.4
1546,1458,Undirected,111,,,-0.397940009,40,2,0.4
1546,1857,Undirected,113,,,1.041392685,220,10,11
1546,1539,Undirected,29,,,-1,20,1,0.1
1546,1538,Undirected,5,,,0.740362689,220,5,5.5
1774,1480,Undirected,4113,,,-1,20,1,0.1
1774,1775,Undirected,4115,,,1.369215857,360,13,23.4
1774,1859,Undirected,4112,,,-1,20,1,0.1
1774,1632,Undirected,1596,,,-0.522878745,60,1,0.3
1774,1770,Undirected,4081,,,0.602059991,160,5,4
1774,1772,Undirected,4095,,,1.08278537,220,11,12.1
1774,1778,Undirected,4116,,,-0.397940009,40,2,0.4
1774,1696,Undirected,2607,,,0.77815125,300,4,6
1774,1697,Undirected,2644,,,-1,20,1,0.1
1774,1501,Undirected,4108,,,-1,20,1,0.1
1774,1443,Undirected,4110,,,-1,20,1,0.1
1774,1759,Undirected,3832,,,0.748188027,160,7,5.6
1774,1757,Undirected,3801,,,0.204119983,80,4,1.6
1774,1752,Undirected,3738,,,0.079181246,80,3,1.2
1774,1673,Undirected,2281,,,-0.698970004,40,1,0.2
1774,1551,Undirected,306,,,-1,20,1,0.1
1774,1799,Undirected,4107,,,1.369215857,360,13,23.4
1774,1798,Undirected,4106,,,0.857332496,180,8,7.2
1774,1792,Undirected,4104,,,0.944482672,220,8,8.8
1774,1790,Undirected,4120,,,1.318063335,320,13,20.8
1774,1711,Undirected,3064,,,1.401400541,360,14,25.2
1774,1796,Undirected,4105,,,0.77815125,200,6,6
1774,1465,Undirected,4111,,,-1,20,1,0.1
1774,1700,Undirected,2776,,,-1,20,1,0.1
1774,1434,Undirected,4109,,,-1,20,1,0.1
1774,1768,Undirected,4048,,,0.653212514,180,5,4.5
1774,1533,Undirected,4114,,,-1,20,1,0.1
1774,1761,Undirected,3884,,,-0.397940009,40,2,0.4
1774,1766,Undirected,4002,,,0.982271233,240,8,9.6
1774,1767,Undirected,4030,,,0.556302501,120,6,3.6
1774,1764,Undirected,3941,,,-1,20,1,0.1
1574,1809,Undirected,821,,,-1,20,1,0.1
1574,1719,Undirected,832,,,-0.698970004,40,1,0.2
1574,1489,Undirected,842,,,-1,20,1,0.1
1574,1738,Undirected,839,,,0.301029996,100,4,2
1574,1711,Undirected,829,,,-1,20,1,0.1
1574,1714,Undirected,831,,,-1,20,1,0.1
1574,1731,Undirected,836,,,1.692846919,580,17,49.3
1574,1838,Undirected,828,,,-0.397940009,40,2,0.4
1574,1737,Undirected,838,,,-1,20,1,0.1
1574,1560,Undirected,528,,,1.753583059,540,21,56.7
1574,1685,Undirected,822,,,2.086003706,1060,23,121.9
1574,1562,Undirected,566,,,2.428134794,1340,40,268
1574,1727,Undirected,835,,,2.283301229,1280,30,192
1574,1564,Undirected,655,,,-0.045757491,60,3,0.9
1574,1567,Undirected,715,,,-0.397940009,40,2,0.4
1574,1700,Undirected,824,,,2.42357352,1360,39,265.2
1574,1741,Undirected,840,,,-0.397940009,40,2,0.4
1574,1712,Undirected,830,,,1.380211242,480,10,24
1574,1796,Undirected,819,,,-0.698970004,40,1,0.2
1574,1795,Undirected,818,,,-0.045757491,60,3,0.9
1574,1594,Undirected,845,,,0.903089987,200,8,8
1574,1912,Undirected,846,,,-1,20,1,0.1
1574,1551,Undirected,263,,,-0.397940009,40,2,0.4
1574,1552,Undirected,345,,,1.113943352,260,10,13
1574,1555,Undirected,415,,,2.184691431,1020,30,153
1574,1801,Undirected,820,,,-0.698970004,40,1,0.2
1574,1707,Undirected,837,,,2.84298347,2580,54,696.6
1574,1709,Undirected,827,,,0.892094603,260,6,7.8
1574,1722,Undirected,834,,,-1,20,1,0.1
1574,1720,Undirected,833,,,-0.22184875,60,2,0.6
1574,1822,Undirected,823,,,-1,20,1,0.1
1574,1579,Undirected,825,,,1.982271233,800,24,96
1574,1748,Undirected,844,,,-1,20,1,0.1
1574,1558,Undirected,465,,,2.407390904,1460,35,255.5
1574,1744,Undirected,841,,,1.902002891,840,19,79.8
1574,1572,Undirected,775,,,-0.397940009,40,2,0.4
1574,1746,Undirected,843,,,-0.698970004,40,1,0.2
1574,1570,Undirected,742,,,1.692846919,580,17,49.3
1574,1580,Undirected,826,,,0.477121255,120,5,3
1545,1426,Undirected,51,,,-1,20,1,0.1
1545,1653,Undirected,69,,,0.204119983,80,4,1.6
1545,1821,Undirected,55,,,-1,20,1,0.1
1545,1761,Undirected,82,,,-1,20,1,0.1
1545,1482,Undirected,68,,,-1,20,1,0.1
1545,1922,Undirected,91,,,-1,20,1,0.1
1545,1480,Undirected,72,,,0.544068044,140,5,3.5
1545,1486,Undirected,74,,,-1,20,1,0.1
1545,1890,Undirected,83,,,-1,20,1,0.1
1545,1815,Undirected,53,,,-0.397940009,40,2,0.4
1545,1887,Undirected,85,,,-1,20,1,0.1
1545,1837,Undirected,63,,,2.741309209,2080,53,551.2
1545,1618,Undirected,76,,,-1,20,1,0.1
1545,1697,Undirected,58,,,-0.397940009,40,2,0.4
1545,1730,Undirected,70,,,-1,20,1,0.1
1545,1548,Undirected,49,,,0.995635195,220,9,9.9
1545,1549,Undirected,50,,,-0.22184875,60,2,0.6
1545,1696,Undirected,57,,,-1,20,1,0.1
1545,1503,Undirected,80,,,1.146128036,280,10,14
1545,1500,Undirected,79,,,1.537819095,460,15,34.5
1545,1695,Undirected,66,,,-1,20,1,0.1
1545,1443,Undirected,60,,,-1,20,1,0.1
1545,1468,Undirected,67,,,-1,20,1,0.1
1545,1504,Undirected,81,,,1,200,10,10
1545,1675,Undirected,48,,,-1,20,1,0.1
1545,1753,Undirected,77,,,-1,20,1,0.1
1545,1698,Undirected,59,,,1.7355989,640,17,54.4
1545,1477,Undirected,71,,,-0.698970004,40,1,0.2
1545,1797,Undirected,46,,,2.337658891,1280,34,217.6
1545,1866,Undirected,73,,,2.085647288,840,29,121.8
1545,1498,Undirected,78,,,-0.045757491,60,3,0.9
1545,1684,Undirected,88,,,0.079181246,80,3,1.2
1545,1665,Undirected,44,,,0.176091259,100,3,1.5
1545,1434,Undirected,54,,,-1,20,1,0.1
1545,1656,Undirected,75,,,-1,20,1,0.1
1545,1705,Undirected,61,,,2.971275849,2600,72,936
1545,1528,Undirected,87,,,1.350248018,320,14,22.4
1545,1835,Undirected,62,,,-0.22184875,60,2,0.6
1545,1847,Undirected,65,,,2.113943352,1000,26,130
1545,1439,Undirected,56,,,0.954242509,200,9,9
1545,1533,Undirected,90,,,0.799340549,180,7,6.3
1545,1532,Undirected,89,,,0.204119983,80,4,1.6
1545,1428,Undirected,52,,,-0.397940009,40,2,0.4
1545,1525,Undirected,86,,,-1,20,1,0.1
1545,1666,Undirected,45,,,-0.096910013,80,2,0.8
1545,1664,Undirected,43,,,-1,20,1,0.1
1545,1458,Undirected,64,,,-1,20,1,0.1
1545,1539,Undirected,25,,,0.204119983,80,4,1.6
1545,1765,Undirected,84,,,-0.397940009,40,2,0.4
1836,1895,Undirected,4609,,,0.380211242,120,4,2.4
1836,1630,Undirected,1563,,,1.245512668,320,11,17.6
1836,1632,Undirected,1586,,,0.204119983,80,4,1.6
1836,1831,Undirected,4560,,,-0.045757491,60,3,0.9
1836,1835,Undirected,4582,,,-1,20,1,0.1
1836,1818,Undirected,4462,,,-0.22184875,60,2,0.6
1836,1819,Undirected,4474,,,0.602059991,160,5,4
1836,1857,Undirected,4603,,,-1,20,1,0.1
1836,1521,Undirected,4610,,,-0.397940009,40,2,0.4
1836,1759,Undirected,3819,,,-1,20,1,0.1
1836,1866,Undirected,4605,,,-0.045757491,60,3,0.9
1836,1790,Undirected,4271,,,-1,20,1,0.1
1836,1865,Undirected,4604,,,2.105510185,1500,17,127.5
1836,1888,Undirected,4608,,,0.397940009,100,5,2.5
1836,1910,Undirected,4611,,,0.301029996,100,4,2
1836,1885,Undirected,4607,,,-0.397940009,40,2,0.4
1836,1880,Undirected,4606,,,-1,20,1,0.1
1836,1807,Undirected,4426,,,-1,20,1,0.1
1836,1805,Undirected,4416,,,1.100370545,280,9,12.6
1836,1802,Undirected,4393,,,-0.397940009,40,2,0.4
1836,1601,Undirected,1136,,,0.799340549,180,7,6.3
1836,1821,Undirected,4496,,,-0.397940009,40,2,0.4
1836,1766,Undirected,3995,,,-1,20,1,0.1
1770,1775,Undirected,4082,,,0.380211242,120,4,2.4
1770,1711,Undirected,3062,,,1.033423755,240,9,10.8
1770,1790,Undirected,4088,,,1.176091259,300,10,15
1770,1429,Undirected,4084,,,-1,20,1,0.1
1770,1799,Undirected,4080,,,-1,20,1,0.1
1770,1796,Undirected,4086,,,0.079181246,80,3,1.2
1770,1768,Undirected,4065,,,-1,20,1,0.1
1770,1798,Undirected,4079,,,-0.397940009,40,2,0.4
1770,1759,Undirected,3829,,,2.093421685,800,31,124
1770,1757,Undirected,3787,,,-1,20,1,0.1
1770,1752,Undirected,3736,,,-0.045757491,60,3,0.9
1770,1760,Undirected,3845,,,0.204119983,80,4,1.6
1770,1761,Undirected,3882,,,-0.045757491,60,3,0.9
1770,1766,Undirected,4000,,,0.397940009,100,5,2.5
1770,1778,Undirected,4083,,,-0.045757491,60,3,0.9
1770,1764,Undirected,3939,,,1.822821645,700,19,66.5
1772,1902,Undirected,4093,,,-1,20,1,0.1
1772,1775,Undirected,4096,,,-0.397940009,40,2,0.4
1772,1711,Undirected,3063,,,-0.045757491,60,3,0.9
1772,1718,Undirected,3190,,,-0.698970004,40,1,0.2
1772,1779,Undirected,4098,,,-0.397940009,40,2,0.4
1772,1778,Undirected,4097,,,-1,20,1,0.1
1772,1759,Undirected,3831,,,0.477121255,120,5,3
1772,1757,Undirected,3800,,,-0.397940009,40,2,0.4
1772,1675,Undirected,2360,,,-1,20,1,0.1
1772,1461,Undirected,4094,,,-1,20,1,0.1
1772,1752,Undirected,3737,,,0.176091259,100,3,1.5
1772,1799,Undirected,4092,,,0.204119983,80,4,1.6
1772,1798,Undirected,4091,,,1.447158031,400,14,28
1772,1792,Undirected,4089,,,0.477121255,120,5,3
1772,1790,Undirected,4103,,,0.301029996,100,4,2
1772,1796,Undirected,4090,,,0.477121255,120,5,3
1772,1663,Undirected,1968,,,-1,20,1,0.1
1772,1753,Undirected,3757,,,-1,20,1,0.1
1772,1768,Undirected,4066,,,-0.045757491,60,3,0.9
1772,1760,Undirected,3846,,,-1,20,1,0.1
1772,1761,Undirected,3883,,,-0.698970004,40,1,0.2
